bri,hue,sat,watt
1,0,0,0.34
1,0,10,0.34
1,0,20,0.34
1,0,30,0.34
1,0,40,0.34
1,0,50,1.24
1,0,60,1.24
1,0,70,1.24
1,0,80,1.24
1,0,90,1.24
1,0,100,1.24
1,0,110,1.24
1,0,120,1.24
1,0,130,1.29
1,0,140,1.29
1,0,150,1.29
1,0,160,1.29
1,0,170,1.29
1,0,180,1.29
1,0,190,1.29
1,0,200,1.22
1,0,210,1.22
1,0,220,1.22
1,0,230,1.22
1,0,240,1.22
1,0,250,1.22
1,2000,0,1.22
1,2000,10,1.26
1,2000,20,1.26
1,2000,30,1.26
1,2000,40,1.26
1,2000,50,1.26
1,2000,60,1.26
1,2000,70,1.26
1,2000,80,1.26
1,2000,90,1.25
1,2000,100,1.25
1,2000,110,1.25
1,2000,120,1.25
1,2000,130,1.25
1,2000,140,1.25
1,2000,150,1.25
1,2000,160,1.26
1,2000,170,1.26
1,2000,180,1.26
1,2000,190,1.26
1,2000,200,1.26
1,2000,210,1.26
1,2000,220,1.26
1,2000,230,1.24
1,2000,240,1.24
1,2000,250,1.24
1,4000,0,1.24
1,4000,10,1.24
1,4000,20,1.24
1,4000,30,1.24
1,4000,40,1.24
1,4000,50,1.32
1,4000,60,1.32
1,4000,70,1.32
1,4000,80,1.32
1,4000,90,1.32
1,4000,100,1.32
1,4000,110,1.32
1,4000,120,1.29
1,4000,130,1.29
1,4000,140,1.29
1,4000,150,1.29
1,4000,160,1.29
1,4000,170,1.29
1,4000,180,1.29
1,4000,190,1.28
1,4000,200,1.28
1,4000,210,1.28
1,4000,220,1.28
1,4000,230,1.28
1,4000,240,1.28
1,4000,250,1.28
1,6000,0,1.17
1,6000,10,1.17
1,6000,20,1.17
1,6000,30,1.17
1,6000,40,1.17
1,6000,50,1.17
1,6000,60,1.17
1,6000,70,1.17
1,6000,80,1.28
1,6000,90,1.28
1,6000,100,1.28
1,6000,110,1.28
1,6000,120,1.28
1,6000,130,1.28
1,6000,140,1.28
1,6000,150,1.24
1,6000,160,1.24
1,6000,170,1.24
1,6000,180,1.24
1,6000,190,1.24
1,6000,200,1.24
1,6000,210,1.24
1,6000,220,1.34
1,6000,230,1.34
1,6000,240,1.34
1,6000,250,1.34
1,8000,0,1.34
1,8000,10,1.34
1,8000,20,1.34
1,8000,30,1.34
1,8000,40,1.28
1,8000,50,1.28
1,8000,60,1.28
1,8000,70,1.28
1,8000,80,1.28
1,8000,90,1.28
1,8000,100,1.28
1,8000,110,1.38
1,8000,120,1.38
1,8000,130,1.38
1,8000,140,1.38
1,8000,150,1.38
1,8000,160,1.38
1,8000,170,1.38
1,8000,180,1.21
1,8000,190,1.21
1,8000,200,1.21
1,8000,210,1.21
1,8000,220,1.21
1,8000,230,1.21
1,8000,240,1.21
1,8000,250,1.21
1,10000,0,1.21
1,10000,10,1.21
1,10000,20,1.21
1,10000,30,1.21
1,10000,40,1.21
1,10000,50,1.21
1,10000,60,1.21
1,10000,70,1.3
1,10000,80,1.3
1,10000,90,1.3
1,10000,100,1.3
1,10000,110,1.3
1,10000,120,1.3
1,10000,130,1.3
1,10000,140,1.24
1,10000,150,1.24
1,10000,160,1.24
1,10000,170,1.24
1,10000,180,1.24
1,10000,190,1.24
1,10000,200,1.24
1,10000,210,1.35
1,10000,220,1.35
1,10000,230,1.35
1,10000,240,1.35
1,10000,250,1.35
1,12000,0,1.35
1,12000,10,1.35
1,12000,20,1.35
1,12000,30,1.31
1,12000,40,1.31
1,12000,50,1.31
1,12000,60,1.31
1,12000,70,1.31
1,12000,80,1.31
1,12000,90,1.31
1,12000,100,1.28
1,12000,110,1.28
1,12000,120,1.28
1,12000,130,1.28
1,12000,140,1.28
1,12000,150,1.28
1,12000,160,1.28
1,12000,170,1.32
1,12000,180,1.32
1,12000,190,1.32
1,12000,200,1.32
1,12000,210,1.32
1,12000,220,1.32
1,12000,230,1.32
1,12000,240,1.32
1,12000,250,1.32
1,14000,0,1.32
1,14000,10,1.32
1,14000,20,1.32
1,14000,30,1.32
1,14000,40,1.32
1,14000,50,1.32
1,14000,60,1.22
1,14000,70,1.22
1,14000,80,1.22
1,14000,90,1.22
1,14000,100,1.22
1,14000,110,1.22
1,14000,120,1.22
1,14000,130,1.27
1,14000,140,1.27
1,14000,150,1.27
1,14000,160,1.27
1,14000,170,1.27
1,14000,180,1.27
1,14000,190,1.27
1,14000,200,1.29
1,14000,210,1.29
1,14000,220,1.29
1,14000,230,1.29
1,14000,240,1.29
1,14000,250,1.29
1,16000,0,1.29
1,16000,10,1.29
1,16000,20,1.29
1,16000,30,1.29
1,16000,40,1.29
1,16000,50,1.29
1,16000,60,1.29
1,16000,70,1.29
1,16000,80,1.29
1,16000,90,1.29
1,16000,100,1.29
1,16000,110,1.29
1,16000,120,1.29
1,16000,130,1.29
1,16000,140,1.29
1,16000,150,1.29
1,16000,160,1.27
1,16000,170,1.27
1,16000,180,1.27
1,16000,190,1.27
1,16000,200,1.27
1,16000,210,1.27
1,16000,220,1.27
1,16000,230,1.2
1,16000,240,1.2
1,16000,250,1.2
1,18000,0,1.2
1,18000,10,1.2
1,18000,20,1.2
1,18000,30,1.2
1,18000,40,1.2
1,18000,50,1.3
1,18000,60,1.3
1,18000,70,1.3
1,18000,80,1.3
1,18000,90,1.3
1,18000,100,1.3
1,18000,110,1.3
1,18000,120,1.34
1,18000,130,1.34
1,18000,140,1.34
1,18000,150,1.34
1,18000,160,1.34
1,18000,170,1.34
1,18000,180,1.34
1,18000,190,1.25
1,18000,200,1.25
1,18000,210,1.25
1,18000,220,1.25
1,18000,230,1.25
1,18000,240,1.25
1,18000,250,1.25
1,20000,0,1.36
1,20000,10,1.36
1,20000,20,1.36
1,20000,30,1.36
1,20000,40,1.36
1,20000,50,1.36
1,20000,60,1.36
1,20000,70,1.36
1,20000,80,1.38
1,20000,90,1.38
1,20000,100,1.38
1,20000,110,1.38
1,20000,120,1.38
1,20000,130,1.38
1,20000,140,1.38
1,20000,150,1.34
1,20000,160,1.34
1,20000,170,1.34
1,20000,180,1.34
1,20000,190,1.34
1,20000,200,1.34
1,20000,210,1.34
1,20000,220,1.39
1,20000,230,1.39
1,20000,240,1.39
1,20000,250,1.39
1,22000,0,1.39
1,22000,10,1.39
1,22000,20,1.39
1,22000,30,1.39
1,22000,40,1.34
1,22000,50,1.34
1,22000,60,1.34
